order_id,customer_id,order_date,status
430,4842,2023-04-22,Cancelled
431,4771,2023-05-08,Completed
432,2164,2023-02-05,Completed
433,3868,2023-08-22,Cancelled
434,2427,2023-11-06,Completed
435,3794,2023-02-16,Completed
436,2514,2023-04-25,Returned
437,3804,2023-09-12,Cancelled
438,2328,2023-08-11,Completed
439,618,2023-05-04,Completed
440,2166,2023-06-09,Cancelled
441,3309,2023-04-06,Cancelled
442,993,2023-04-17,Returned
443,1378,2023-04-30,Returned
444,4382,2023-04-11,Processing
445,3175,2023-04-13,Processing
446,4783,2023-06-15,Returned
447,1306,2023-07-05,Completed
448,4834,2023-02-01,Cancelled
449,3079,2023-03-07,Returned
450,2687,2023-06-28,Processing
451,2984,2023-09-24,Cancelled
452,2524,2023-02-06,Processing
453,3583,2023-07-20,Completed
454,1486,2023-12-24,Completed
455,2101,2023-02-18,Processing
456,4582,2023-10-02,Cancelled
457,3716,2023-06-17,Processing
458,2002,2023-09-20,Cancelled
459,1388,2023-05-13,Returned
460,3184,2023-10-25,Processing
461,1031,2023-12-10,Processing
462,1766,2023-06-25,Cancelled
463,4764,2023-01-11,Returned
464,1221,2023-07-20,Cancelled
465,4931,2023-10-24,Cancelled
466,4972,2023-01-03,Processing
467,3807,2023-08-02,Processing
468,2415,2023-10-23,Cancelled
469,4346,2023-11-03,Completed
470,1619,2023-02-01,Completed
471,1264,2023-02-17,Completed
472,872,2023-11-23,Processing
473,835,2023-09-09,Processing
474,2823,2023-07-18,Returned
475,919,2023-03-30,Processing
476,1725,2023-04-19,Returned
477,2414,2023-10-18,Processing
478,1314,2023-04-18,Completed
479,4499,2023-02-09,Completed
480,2106,2023-02-21,Cancelled
481,2569,2023-04-22,Cancelled
482,1139,2023-10-22,Returned
483,210,2023-03-09,Returned
484,1065,2023-07-08,Cancelled
485,4912,2023-11-28,Returned
486,2221,2023-07-28,Processing
487,234,2023-03-06,Completed
488,793,2023-03-03,Cancelled
489,3111,2023-09-15,Cancelled
490,2167,2023-05-14,Processing
491,335,2023-05-02,Returned
492,1360,2023-11-27,Cancelled
493,1215,2023-06-20,Cancelled
494,4420,2023-07-29,Processing
495,284,2023-10-23,Completed
496,213,2023-03-30,Cancelled
497,1659,2023-06-16,Cancelled
498,4079,2023-01-28,Processing
499,4848,2023-08-26,Cancelled
500,1418,2023-12-02,Cancelled
501,2387,2023-03-04,Completed
502,1795,2023-09-12,Cancelled
503,105,2023-02-10,Processing
504,4866,2023-01-29,Completed
505,3894,2023-10-06,Completed
506,3846,2023-03-21,Completed
507,3691,2023-02-20,Returned
508,3293,2023-04-22,Processing
509,379,2023-12-27,Returned
510,3294,2023-10-28,Cancelled
511,3330,2023-03-31,Completed
512,4809,2023-08-17,Returned
513,3439,2023-05-30,Cancelled
514,225,2023-08-31,Returned
515,738,2023-05-18,Completed
516,236,2023-05-15,Cancelled
517,4279,2023-03-30,Completed
518,712,2023-01-15,Completed
519,1889,2023-11-29,Returned
520,4719,2023-12-28,Processing
521,1260,2023-06-23,Cancelled
522,749,2023-03-31,Cancelled
523,3987,2023-08-01,Processing
524,3552,2023-12-09,Cancelled
525,510,2023-03-02,Returned
526,1824,2023-12-30,Cancelled
527,4881,2023-08-08,Returned
528,2942,2023-03-02,Cancelled
529,4233,2023-11-03,Returned
530,2135,2023-06-15,Processing
531,1778,2023-01-12,Cancelled
532,1223,2023-08-04,Returned
533,3668,2023-03-18,Completed
534,1778,2023-08-20,Completed
535,1305,2023-04-22,Completed
536,4860,2023-03-07,Cancelled
537,702,2023-07-01,Returned
538,2990,2023-07-23,Completed
539,152,2023-07-25,Cancelled
540,1326,2023-10-13,Returned
541,1302,2023-04-15,Completed
542,3723,2023-08-30,Completed
543,1712,2023-08-23,Cancelled
544,807,2023-06-25,Returned
545,4331,2023-07-30,Cancelled
546,2723,2023-01-31,Completed
547,4657,2023-08-23,Cancelled
548,1326,2023-08-30,Cancelled
549,4134,2023-06-02,Completed
550,1160,2023-07-15,Completed
551,2870,2023-09-26,Returned
552,4517,2023-06-19,Returned
553,1243,2023-12-23,Completed
554,348,2023-11-19,Completed
555,1832,2023-12-02,Processing
556,1570,2023-08-20,Processing
557,3936,2023-07-03,Returned
558,1919,2023-12-25,Cancelled
559,3233,2023-10-02,Completed
560,3759,2023-02-01,Completed
561,2356,2023-06-26,Cancelled
562,1398,2023-03-06,Returned
563,2781,2023-07-17,Processing
564,1825,2023-01-27,Returned
565,2492,2023-05-31,Cancelled
566,4061,2023-10-30,Completed
567,405,2023-09-25,Processing
568,1722,2023-03-26,Cancelled
569,2826,2023-03-07,Completed
570,3846,2023-05-13,Returned
571,4211,2023-03-23,Processing
572,3193,2023-11-15,Completed
573,65,2023-11-24,Completed
574,1300,2023-04-08,Completed
575,4921,2023-03-14,Completed
576,1416,2023-11-23,Completed
577,3594,2023-01-30,Returned
578,969,2023-05-05,Cancelled
579,369,2023-07-29,Processing
580,233,2023-09-29,Returned
581,2243,2023-08-01,Processing
582,3084,2023-05-13,Completed
583,921,2023-06-06,Cancelled
584,689,2023-02-16,Completed
585,4273,2023-12-23,Returned
586,1470,2023-12-29,Returned
587,4726,2023-01-22,Processing
588,4260,2023-03-24,Completed
589,3623,2023-08-22,Completed
590,2101,2023-03-01,Cancelled
591,2266,2023-07-07,Cancelled
592,3790,2023-02-27,Completed
593,824,2023-09-16,Processing
594,3432,2023-06-11,Cancelled
595,4152,2023-10-28,Completed
596,4214,2023-11-02,Completed
597,798,2023-01-02,Completed
598,780,2023-09-28,Returned
599,2851,2023-05-23,Processing
600,2893,2023-07-07,Completed
601,1894,2023-12-18,Completed
602,3307,2023-12-07,Completed
603,2903,2023-08-12,Cancelled
604,4804,2023-06-29,Completed
605,3719,2023-01-23,Returned
606,22,2023-12-21,Returned
607,1501,2023-02-06,Processing
608,843,2023-04-17,Completed
609,1761,2023-10-24,Completed
610,3642,2023-08-17,Completed
611,192,2023-11-09,Returned
612,396,2023-04-07,Cancelled
613,4663,2023-10-08,Cancelled
614,4327,2023-04-20,Completed
615,874,2023-02-06,Cancelled
616,2622,2023-02-09,Processing
617,4336,2023-03-26,Returned
618,90,2023-10-29,Completed
619,2280,2023-07-07,Cancelled
620,457,2023-08-28,Completed
621,2281,2023-12-24,Completed
622,4450,2023-12-20,Returned
623,1005,2023-01-19,Returned
624,4535,2023-12-13,Cancelled
625,345,2023-11-21,Returned
626,2712,2023-09-18,Processing
627,4753,2023-06-07,Completed
628,2463,2023-10-31,Returned
629,1117,2023-04-22,Cancelled
630,626,2023-05-24,Cancelled
631,4380,2023-09-13,Cancelled
632,1980,2023-01-18,Processing
633,3995,2023-07-03,Returned
634,1679,2023-10-14,Returned
635,223,2023-05-11,Processing
636,744,2023-10-08,Returned
637,463,2023-09-02,Returned
638,1569,2023-01-08,Returned
639,3348,2023-07-12,Processing
640,1737,2023-11-14,Processing
641,4040,2023-01-07,Cancelled
642,3952,2023-05-16,Processing
643,665,2023-01-19,Processing
644,1357,2023-05-19,Cancelled
645,1015,2023-06-26,Processing
646,2133,2023-01-11,Returned
647,2669,2023-02-10,Completed
648,1055,2023-04-24,Cancelled
649,1765,2023-06-29,Completed
650,4459,2023-07-13,Completed
651,2870,2023-07-15,Cancelled
652,1413,2023-12-14,Completed
653,668,2023-08-13,Completed
654,3371,2023-11-27,Cancelled
655,1395,2023-11-19,Cancelled
656,99,2023-09-18,Returned
657,4071,2023-04-26,Cancelled
658,422,2023-05-30,Processing
659,3651,2023-04-28,Completed
660,4158,2023-06-14,Cancelled
661,1133,2023-09-09,Returned
662,1703,2023-09-24,Cancelled
663,3621,2023-02-13,Completed
664,3191,2023-06-30,Cancelled
665,598,2023-03-18,Completed
666,392,2023-04-26,Cancelled
667,1076,2023-03-08,Returned
668,2651,2023-01-13,Processing
669,2385,2023-04-02,Returned
670,810,2023-09-03,Cancelled
671,3310,2023-09-24,Completed
672,3739,2023-05-19,Returned
673,1160,2023-12-07,Processing
674,1532,2023-09-01,Processing
675,4977,2023-12-07,Completed
676,2683,2023-09-30,Cancelled
677,254,2023-10-31,Returned
678,3549,2023-07-10,Returned
679,3186,2023-04-07,Completed
680,1232,2023-11-27,Returned
681,2424,2023-07-24,Completed
682,3576,2023-05-17,Completed
683,4262,2023-03-18,Cancelled
684,1574,2023-02-06,Completed
685,2909,2023-10-13,Returned
686,4713,2023-10-30,Completed
687,1626,2023-05-15,Returned
688,3999,2023-05-22,Completed
689,3884,2023-09-11,Cancelled
690,3516,2023-02-17,Cancelled
691,3404,2023-09-12,Completed
692,4599,2023-05-14,Completed
693,4681,2023-10-17,Completed
694,1959,2023-07-27,Cancelled
695,4010,2023-04-11,Processing
696,2736,2023-02-15,Completed
697,4492,2023-03-11,Processing
698,3175,2023-05-16,Completed
699,402,2023-10-07,Returned
700,975,2023-03-08,Cancelled
701,224,2023-01-04,Processing
702,4614,2023-08-12,Processing
703,236,2023-01-01,Cancelled
704,3499,2023-10-17,Processing
705,4212,2023-04-19,Completed
706,3235,2023-09-22,Processing
707,226,2023-03-04,Completed
708,2278,2023-09-23,Processing
709,4278,2023-05-18,Returned
710,1342,2023-02-13,Processing
711,4037,2023-09-19,Processing
712,210,2023-08-04,Completed
713,3728,2023-05-01,Cancelled
714,3929,2023-06-01,Returned
715,4990,2023-08-01,Cancelled
716,2804,2023-08-22,Completed
717,1110,2023-12-17,Returned
718,2027,2023-04-21,Processing
719,394,2023-12-27,Cancelled
720,844,2023-11-16,Cancelled
721,1525,2023-08-10,Cancelled
722,604,2023-08-14,Processing
723,582,2023-07-29,Completed
724,1940,2023-03-12,Processing
725,133,2023-12-26,Processing
726,2839,2023-03-30,Completed
727,3386,2023-09-19,Completed
728,3771,2023-07-07,Processing
729,2269,2023-04-22,Completed
730,976,2023-08-27,Cancelled
731,1814,2023-09-13,Returned
732,3264,2023-05-30,Completed
733,1544,2023-05-07,Returned
734,2836,2023-11-15,Cancelled
735,2739,2023-10-01,Completed
736,1358,2023-11-29,Processing
737,4135,2023-05-19,Processing
738,1317,2023-04-13,Cancelled
739,162,2023-08-30,Completed
740,1910,2023-04-27,Processing
741,1128,2023-08-02,Completed
742,3871,2023-01-17,Returned
743,1659,2023-06-28,Processing
744,3126,2023-08-12,Cancelled
745,1964,2023-09-27,Processing
746,2290,2023-11-09,Cancelled
747,967,2023-12-15,Cancelled
748,890,2023-05-14,Returned
749,3062,2023-04-24,Returned
750,3630,2023-05-12,Cancelled
751,3190,2023-05-19,Processing
752,2749,2023-12-31,Cancelled
753,1667,2023-08-20,Completed
754,3067,2023-04-02,Completed
755,1442,2023-09-24,Processing
756,1068,2023-04-09,Processing
757,4224,2023-07-26,Returned
758,2924,2023-01-08,Completed
759,4254,2023-11-17,Cancelled
760,3857,2023-04-03,Cancelled
761,827,2023-06-07,Completed
762,4608,2023-12-26,Completed
763,3986,2023-04-09,Returned
764,2093,2023-08-13,Completed
765,3180,2023-12-06,Returned
766,4539,2023-07-27,Processing
767,3902,2023-03-14,Processing
768,2363,2023-02-28,Completed
769,2225,2023-10-14,Completed
770,1727,2023-03-05,Completed
771,2007,2023-09-13,Completed
772,267,2023-02-17,Cancelled
773,838,2023-10-06,Cancelled
774,4585,2023-07-17,Processing
775,4798,2023-06-07,Cancelled
776,687,2023-11-07,Completed
777,3362,2023-01-07,Returned
778,357,2023-09-05,Processing
779,3816,2023-08-20,Completed
780,872,2023-04-16,Cancelled
781,1974,2023-04-08,Returned
782,4648,2023-09-25,Returned
783,1811,2023-03-01,Cancelled
784,4419,2023-11-04,Completed
785,2642,2023-05-20,Returned
786,2229,2023-11-24,Returned
787,3392,2023-07-09,Cancelled
788,4179,2023-05-05,Returned
789,2351,2023-06-12,Returned
790,4358,2023-03-01,Returned
791,4880,2023-01-31,Processing
792,2740,2023-11-29,Completed
793,2731,2023-03-17,Completed
794,1319,2023-08-31,Cancelled
795,1536,2023-11-13,Completed
796,4785,2023-09-15,Returned
797,2444,2023-07-09,Completed
798,1773,2023-11-11,Processing
799,3210,2023-10-23,Returned
800,4935,2023-06-26,Returned
801,878,2023-10-15,Processing
802,2871,2023-10-21,Processing
803,3201,2023-12-14,Completed
804,4145,2023-07-26,Completed
805,3748,2023-08-03,Completed
806,2837,2023-12-10,Processing
807,293,2023-05-21,Completed
808,1652,2023-03-26,Cancelled
809,4632,2023-07-01,Completed
810,4407,2023-11-28,Processing
811,537,2023-05-08,Processing
812,2687,2023-09-26,Cancelled
813,234,2023-02-08,Returned
814,2653,2023-01-23,Cancelled
815,2375,2023-08-30,Processing
816,2273,2023-04-17,Returned
817,967,2023-12-14,Cancelled
818,890,2023-05-22,Cancelled
819,3864,2023-05-25,Returned
820,3401,2023-10-07,Cancelled
821,35,2023-09-02,Returned
822,4543,2023-07-10,Completed
823,3524,2023-10-17,Returned
824,1764,2023-06-28,Cancelled
825,3292,2023-04-22,Completed
826,2489,2023-08-02,Processing
827,2701,2023-05-18,Processing
828,1559,2023-07-19,Processing
829,4691,2023-01-07,Cancelled
830,2277,2023-12-12,Completed
831,4007,2023-01-13,Returned
832,4440,2023-03-21,Processing
833,1104,2023-10-13,Processing
834,1420,2023-06-08,Completed
835,1479,2023-09-29,Completed
836,3915,2023-07-20,Completed
837,3743,2023-05-30,Cancelled
838,2957,2023-10-23,Completed
839,1383,2023-10-20,Returned
840,2575,2023-11-30,Returned
841,3385,2023-09-29,Processing
842,1570,2023-02-12,Returned
843,1895,2023-11-15,Completed
844,2244,2023-01-15,Returned
845,1867,2023-09-05,Processing
846,29,2023-06-21,Cancelled
847,706,2023-08-06,Returned
848,1021,2023-05-17,Processing
849,2064,2023-11-17,Processing
850,1447,2023-08-15,Completed
851,3665,2023-02-13,Processing
852,2988,2023-01-20,Returned
853,3603,2023-04-29,Processing
854,3686,2023-08-22,Processing
855,3369,2023-12-02,Completed
856,3582,2023-12-22,Completed
857,2763,2023-09-19,Returned
